2026-03-11 12:24:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.address`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.credit_card`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.credit_card` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.currency`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.currency` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.date_time`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.date_time` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.emoji` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.file` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.geo`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.geo` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.internet`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.internet` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.isbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.job`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.job` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.lorem`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.lorem` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.misc`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.misc` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.passport`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.passport` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.person`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.person` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.phone_number`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.phone_number` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.profile` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.python` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.sbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.ssn`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.ssn` has been localized to `en_US`.
2026-03-11 13:27:26 | faker.factory                  | DEBUG   | Provider `faker.providers.user_agent` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.address`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.address` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.automotive`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.automotive` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.bank`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Specified locale `en_US` is not available for provider `faker.providers.bank`. Locale reset to `en_GB` for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.barcode`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.barcode` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.color`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.color` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.company`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.company` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.credit_card`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.credit_card` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.currency`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.currency` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.date_time`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.date_time` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.emoji` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.file` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.geo`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.geo` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.internet`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.internet` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.isbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.job`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.job` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.lorem`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.lorem` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.misc`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.misc` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.passport`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.passport` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.person`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.person` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.phone_number`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.phone_number` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.profile` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.python` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.sbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.ssn`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.ssn` has been localized to `en_US`.
2026-03-11 13:29:47 | faker.factory                  | DEBUG   | Provider `faker.providers.user_agent` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 13:30:51 | gold.aggregations              | INFO    | Silver input rows: 103
2026-03-11 13:30:57 | gold.aggregations              | INFO    |   device_summary -> 42 rows (data\delta\gold\device_summary)
2026-03-11 13:31:01 | gold.aggregations              | INFO    |   anomaly_summary -> 42 rows (data\delta\gold\anomaly_summary)
2026-03-11 13:31:06 | gold.aggregations              | INFO    |   device_health -> 42 rows (data\delta\gold\device_health)
2026-03-11 13:31:11 | gold.aggregations              | INFO    |   ml_features -> 42 rows (data\delta\gold\ml_features)
2026-03-11 16:17:39 | gold.aggregations              | INFO    | Silver input rows: 8
2026-03-11 16:17:53 | gold.aggregations              | INFO    |   device_summary -> 8 rows (data\delta\gold\device_summary)
2026-03-11 16:18:05 | gold.aggregations              | INFO    |   anomaly_summary -> 8 rows (data\delta\gold\anomaly_summary)
2026-03-11 16:18:16 | gold.aggregations              | INFO    |   device_health -> 8 rows (data\delta\gold\device_health)
2026-03-11 16:18:29 | gold.aggregations              | INFO    |   ml_features -> 8 rows (data\delta\gold\ml_features)
2026-03-11 16:20:58 | gold.aggregations              | INFO    | Silver input rows: 8
2026-03-11 16:21:11 | gold.aggregations              | INFO    |   device_summary -> 8 rows (data\delta\gold\device_summary)
2026-03-11 16:21:21 | gold.aggregations              | INFO    |   anomaly_summary -> 8 rows (data\delta\gold\anomaly_summary)
2026-03-11 16:21:34 | gold.aggregations              | INFO    |   device_health -> 8 rows (data\delta\gold\device_health)
2026-03-11 16:21:49 | gold.aggregations              | INFO    |   ml_features -> 8 rows (data\delta\gold\ml_features)
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.address`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Provider `faker.providers.address` has been localized to `en_US`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.automotive`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Provider `faker.providers.automotive` has been localized to `en_US`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.bank`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Specified locale `en_US` is not available for provider `faker.providers.bank`. Locale reset to `en_GB` for this provider.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.barcode`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Provider `faker.providers.barcode` has been localized to `en_US`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.color`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Provider `faker.providers.color` has been localized to `en_US`.
2026-03-11 16:30:05 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.company`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.company` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.credit_card`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.credit_card` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.currency`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.currency` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.date_time`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.date_time` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.emoji` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.file` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.geo`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.geo` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.internet`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.internet` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.isbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.job`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.job` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.lorem`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.lorem` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.misc`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.misc` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.passport`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.passport` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.person`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.person` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.phone_number`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.phone_number` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.profile` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.python` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.sbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.ssn`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.ssn` has been localized to `en_US`.
2026-03-11 16:30:06 | faker.factory                  | DEBUG   | Provider `faker.providers.user_agent` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:32:20 | gold.aggregations              | INFO    | Silver input rows: 160
2026-03-11 16:32:24 | gold.aggregations              | INFO    |   device_summary -> 48 rows (data\delta\gold\device_summary)
2026-03-11 16:32:26 | gold.aggregations              | INFO    |   anomaly_summary -> 48 rows (data\delta\gold\anomaly_summary)
2026-03-11 16:32:29 | gold.aggregations              | INFO    |   device_health -> 48 rows (data\delta\gold\device_health)
2026-03-11 16:32:33 | gold.aggregations              | INFO    |   ml_features -> 48 rows (data\delta\gold\ml_features)
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.address`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.address` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.automotive`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.automotive` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.bank`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Specified locale `en_US` is not available for provider `faker.providers.bank`. Locale reset to `en_GB` for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.barcode`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.barcode` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.color`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.color` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.company`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.company` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.credit_card`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.credit_card` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.currency`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.currency` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.date_time`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.date_time` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.emoji` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.file` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.geo`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.geo` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.internet`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.internet` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.isbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.job`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.job` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.lorem`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.lorem` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.misc`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.misc` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.passport`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.passport` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.person`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.person` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.phone_number`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.phone_number` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.profile` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.python` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.sbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.ssn`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.ssn` has been localized to `en_US`.
2026-03-11 16:33:00 | faker.factory                  | DEBUG   | Provider `faker.providers.user_agent` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.address`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.address` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.automotive`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.automotive` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.bank`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Specified locale `en_US` is not available for provider `faker.providers.bank`. Locale reset to `en_GB` for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.barcode`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.barcode` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.color`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.color` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.company`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.company` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.credit_card`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.credit_card` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.currency`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.currency` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.date_time`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.date_time` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.emoji` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.file` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.geo`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.geo` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.internet`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.internet` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.isbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.job`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.job` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.lorem`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.lorem` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.misc`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.misc` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.passport`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.passport` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.person`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.person` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.phone_number`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.phone_number` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.profile` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.python` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.sbn` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Looking for locale `en_US` in provider `faker.providers.ssn`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.ssn` has been localized to `en_US`.
2026-03-11 16:48:31 | faker.factory                  | DEBUG   | Provider `faker.providers.user_agent` does not feature localization. Specified locale `en_US` is not utilized for this provider.
2026-03-11 16:49:57 | gold.aggregations              | INFO    | Silver input rows: 100
2026-03-11 16:50:00 | gold.aggregations              | INFO    |   device_summary -> 10 rows (data\delta\gold\device_summary)
2026-03-11 16:50:03 | gold.aggregations              | INFO    |   anomaly_summary -> 10 rows (data\delta\gold\anomaly_summary)
2026-03-11 16:50:05 | gold.aggregations              | INFO    |   device_health -> 10 rows (data\delta\gold\device_health)
2026-03-11 16:50:09 | gold.aggregations              | INFO    |   ml_features -> 10 rows (data\delta\gold\ml_features)
